ID,age,job,marital,education,default,balance,housing,loan,contact,Cibil_Score,day,month,duration,campaign,pdays,previous,poutcome,subscribed
8250,53,management,married,tertiary,no,6525,yes,no,unknown,437,2,jun,73,3,-1,0,unknown,no
39494,34,management,single,tertiary,no,5086,no,no,cellular,820,25,may,213,4,-1,0,unknown,yes
1230,36,technician,married,secondary,no,5611,yes,no,unknown,521,8,may,39,1,-1,0,unknown,no
11995,57,blue-collar,married,primary,no,1592,no,yes,unknown,517,20,jun,78,4,-1,0,unknown,no
41485,70,retired,divorced,secondary,no,0,no,no,cellular,832,8,sep,206,1,-1,0,unknown,yes
19797,38,unemployed,married,secondary,no,5177,no,no,cellular,876,8,aug,102,2,-1,0,unknown,no
36212,48,blue-collar,married,primary,no,1080,yes,no,cellular,673,11,may,197,2,-1,0,unknown,no
29105,31,technician,divorced,secondary,no,304,no,no,cellular,705,2,feb,133,2,-1,0,unknown,no
38455,25,admin.,single,tertiary,no,1056,yes,no,cellular,615,15,may,363,1,-1,0,unknown,no
33068,44,management,divorced,tertiary,no,213,yes,no,cellular,808,20,apr,65,2,-1,0,unknown,no
20311,35,technician,married,tertiary,no,22,no,no,cellular,855,11,aug,109,1,-1,0,unknown,no
30591,32,blue-collar,married,primary,no,1518,yes,no,telephone,304,6,feb,35,3,-1,0,unknown,no
18852,50,technician,divorced,secondary,no,1591,no,no,cellular,402,4,aug,209,1,-1,0,unknown,no
1750,27,self-employed,single,secondary,no,78,yes,no,unknown,806,9,may,825,1,-1,0,unknown,no
39436,29,management,single,tertiary,no,7578,no,no,cellular,727,22,may,46,3,-1,0,unknown,no
13697,42,housemaid,married,tertiary,no,-560,yes,yes,cellular,799,9,jul,630,4,-1,0,unknown,no
18285,42,self-employed,married,tertiary,no,0,yes,no,telephone,683,31,jul,650,19,-1,0,unknown,no
11365,41,services,married,secondary,no,7509,no,no,unknown,625,19,jun,575,1,-1,0,unknown,no
22778,30,management,married,tertiary,no,144,yes,no,cellular,596,25,aug,23,17,-1,0,unknown,no
17710,58,retired,divorced,secondary,no,1080,yes,no,cellular,831,29,jul,1058,2,-1,0,unknown,yes
13284,54,blue-collar,married,primary,no,-16,no,yes,telephone,706,8,jul,346,2,-1,0,unknown,no
36473,26,student,single,tertiary,no,249,yes,no,cellular,689,11,may,445,2,371,1,other,no
29866,75,retired,divorced,primary,no,3881,yes,no,cellular,447,4,feb,136,3,-1,0,unknown,yes
32084,49,blue-collar,married,secondary,no,1111,yes,yes,cellular,787,14,apr,104,3,-1,0,unknown,no
30330,49,entrepreneur,divorced,secondary,no,32,no,no,cellular,679,5,feb,128,1,-1,0,unknown,no
17919,39,technician,married,secondary,no,-1451,yes,yes,cellular,624,30,jul,65,5,-1,0,unknown,no
29892,39,technician,single,secondary,no,-168,no,no,cellular,896,4,feb,7,5,-1,0,unknown,no
37734,28,technician,single,tertiary,no,375,yes,no,cellular,714,14,may,43,1,350,1,other,no
26123,44,management,married,tertiary,no,-367,yes,yes,cellular,758,19,nov,206,5,-1,0,unknown,no
42742,36,technician,married,tertiary,no,6,yes,no,cellular,677,27,jan,100,1,435,1,failure,no
20379,57,blue-collar,married,secondary,no,14093,no,no,cellular,486,11,aug,231,5,-1,0,unknown,no
44105,29,admin.,single,secondary,no,1992,no,no,cellular,445,8,jul,202,1,87,2,failure,no
28188,46,entrepreneur,married,secondary,no,294,yes,no,cellular,798,29,jan,444,1,196,1,failure,no
6273,46,technician,married,secondary,no,-337,yes,no,unknown,815,27,may,112,1,-1,0,unknown,no
16991,36,entrepreneur,married,secondary,no,1412,yes,yes,cellular,845,25,jul,226,1,-1,0,unknown,no
16968,48,self-employed,divorced,tertiary,no,103,no,yes,cellular,684,25,jul,135,1,-1,0,unknown,no
8922,39,admin.,married,secondary,no,217,yes,no,unknown,643,4,jun,341,4,-1,0,unknown,no
5006,30,technician,divorced,secondary,no,3100,yes,no,unknown,723,21,may,154,4,-1,0,unknown,no
38581,37,admin.,married,secondary,no,-557,yes,yes,cellular,614,15,may,284,15,-1,0,unknown,no
29962,69,retired,married,primary,no,324,no,no,cellular,670,4,feb,136,4,-1,0,unknown,yes
22611,37,housemaid,married,primary,no,655,yes,no,cellular,688,22,aug,160,1,-1,0,unknown,no
14865,48,services,single,secondary,no,133,yes,yes,cellular,892,16,jul,143,1,-1,0,unknown,no
38023,41,admin.,divorced,secondary,no,783,yes,yes,cellular,377,14,may,135,3,363,2,failure,no
5897,37,admin.,married,secondary,no,-498,yes,yes,unknown,739,26,may,175,1,-1,0,unknown,no
5427,47,services,married,secondary,no,382,yes,no,unknown,889,23,may,57,4,-1,0,unknown,no
4469,60,retired,single,secondary,no,-14,yes,no,unknown,306,20,may,121,3,-1,0,unknown,no
19753,33,management,married,tertiary,no,2126,no,no,cellular,874,8,aug,174,2,-1,0,unknown,no
9580,54,blue-collar,divorced,secondary,no,218,no,no,unknown,630,6,jun,514,2,-1,0,unknown,no
15765,47,blue-collar,married,secondary,no,0,yes,no,cellular,800,21,jul,676,1,-1,0,unknown,no
33244,35,admin.,divorced,tertiary,no,262,yes,no,cellular,854,20,apr,690,2,335,4,other,no
12625,28,admin.,single,secondary,no,1143,yes,yes,unknown,889,4,jul,260,3,-1,0,unknown,no
42291,33,admin.,married,secondary,no,920,no,no,cellular,615,16,nov,130,1,95,2,failure,yes
21270,36,technician,married,secondary,no,110,no,no,cellular,353,18,aug,80,4,-1,0,unknown,no
42565,43,management,married,tertiary,no,3518,no,no,cellular,849,28,dec,206,2,196,2,success,yes
35763,53,technician,married,unknown,no,253,yes,no,cellular,847,8,may,763,1,-1,0,unknown,no
19182,33,technician,married,tertiary,no,2728,no,no,cellular,797,5,aug,295,2,-1,0,unknown,no
31877,39,management,married,tertiary,no,272,yes,no,cellular,882,9,apr,85,1,325,1,other,no
24801,41,technician,married,secondary,no,112,yes,no,cellular,649,18,nov,55,1,-1,0,unknown,no
37730,45,blue-collar,married,primary,no,345,yes,no,telephone,625,14,may,289,3,-1,0,unknown,no
26385,41,admin.,married,secondary,no,683,no,yes,cellular,314,20,nov,77,1,-1,0,unknown,no
16896,50,admin.,divorced,secondary,no,556,yes,no,cellular,374,25,jul,305,1,-1,0,unknown,no
8678,37,blue-collar,single,secondary,no,277,yes,no,unknown,660,3,jun,87,6,-1,0,unknown,no
12752,40,admin.,married,secondary,no,1395,yes,yes,cellular,667,7,jul,122,2,-1,0,unknown,no
10577,37,blue-collar,married,primary,no,-107,yes,no,unknown,843,16,jun,25,1,-1,0,unknown,no
30781,38,blue-collar,married,primary,no,558,yes,no,cellular,709,6,feb,427,3,-1,0,unknown,no
31907,55,management,divorced,tertiary,no,271,yes,no,cellular,755,9,apr,191,4,-1,0,unknown,no
41863,44,technician,single,tertiary,no,643,no,no,cellular,830,16,oct,324,1,143,3,failure,yes
15300,35,admin.,single,secondary,no,111,yes,no,cellular,635,18,jul,127,3,-1,0,unknown,no
28951,40,management,married,tertiary,no,432,yes,yes,cellular,479,2,feb,101,1,-1,0,unknown,no
27561,41,self-employed,divorced,tertiary,no,4418,yes,no,cellular,830,21,nov,855,3,-1,0,unknown,no
39953,52,technician,married,secondary,no,0,no,no,cellular,433,2,jun,541,3,-1,0,unknown,yes
37634,52,admin.,divorced,secondary,no,1135,yes,no,cellular,862,14,may,248,1,-1,0,unknown,no
29374,58,retired,divorced,secondary,no,8266,yes,no,cellular,631,2,feb,98,2,271,1,failure,no
20438,41,technician,single,secondary,no,297,no,yes,cellular,600,12,aug,140,2,-1,0,unknown,no
27795,43,management,married,tertiary,no,344,yes,yes,cellular,778,28,jan,282,1,238,2,failure,no
30296,32,management,married,tertiary,no,205,yes,no,cellular,888,5,feb,141,4,-1,0,unknown,no
12644,28,admin.,married,secondary,no,934,yes,no,unknown,694,4,jul,53,2,-1,0,unknown,no
41745,79,retired,divorced,primary,no,79,no,no,cellular,638,9,oct,1106,2,-1,0,unknown,yes
37594,36,services,married,secondary,no,3988,yes,yes,cellular,669,14,may,141,1,-1,0,unknown,no
42250,36,entrepreneur,married,secondary,no,2971,no,no,cellular,775,12,nov,247,1,97,8,failure,yes
7488,27,admin.,single,secondary,no,-181,yes,yes,unknown,872,29,may,81,4,-1,0,unknown,no
566,57,blue-collar,married,primary,no,5431,yes,yes,unknown,662,6,may,383,1,-1,0,unknown,no
39418,27,student,single,tertiary,no,3733,yes,no,cellular,697,22,may,198,1,98,6,success,yes
14646,60,retired,married,secondary,no,597,no,no,cellular,764,15,jul,981,1,-1,0,unknown,yes
395,43,blue-collar,married,secondary,no,1205,yes,no,unknown,702,6,may,769,2,-1,0,unknown,no
34195,50,management,single,unknown,no,1277,no,no,cellular,755,4,may,63,1,-1,0,unknown,no
30861,32,unemployed,married,unknown,no,881,no,no,cellular,615,9,feb,79,5,-1,0,unknown,no
2554,35,admin.,married,secondary,no,56,yes,no,unknown,634,13,may,93,6,-1,0,unknown,no
8354,39,blue-collar,single,primary,no,-360,yes,no,unknown,893,3,jun,209,2,-1,0,unknown,no
10729,33,self-employed,married,tertiary,no,6,no,no,unknown,781,16,jun,141,6,-1,0,unknown,no
22963,33,technician,married,tertiary,no,-370,yes,no,cellular,635,26,aug,108,7,-1,0,unknown,no
12508,45,self-employed,married,primary,no,-584,yes,yes,unknown,594,2,jul,306,2,-1,0,unknown,no
28101,53,self-employed,divorced,tertiary,no,8,no,no,cellular,643,28,jan,201,3,-1,0,unknown,no
15368,51,entrepreneur,divorced,tertiary,no,23,yes,no,cellular,809,18,jul,177,3,-1,0,unknown,no
10053,37,management,married,tertiary,no,1393,no,yes,unknown,837,11,jun,129,3,-1,0,unknown,no
36119,42,services,married,secondary,no,174,yes,no,cellular,546,11,may,67,1,-1,0,unknown,no
31299,70,retired,married,secondary,no,6422,no,no,cellular,892,10,mar,122,1,-1,0,unknown,yes
20053,43,management,married,tertiary,no,2759,yes,yes,cellular,897,8,aug,329,2,-1,0,unknown,no
43183,36,technician,single,secondary,no,1407,no,no,cellular,863,2,mar,328,1,109,3,other,no
18838,40,management,married,tertiary,no,1213,no,no,cellular,841,4,aug,53,1,-1,0,unknown,no
37758,28,management,single,tertiary,no,1027,yes,no,cellular,411,14,may,433,1,-1,0,unknown,no
44180,35,management,married,secondary,no,724,yes,no,cellular,303,14,jul,287,2,415,1,failure,yes
13510,60,housemaid,married,secondary,no,681,no,yes,cellular,634,9,jul,337,1,-1,0,unknown,no
22587,34,technician,married,tertiary,no,23,no,no,cellular,606,22,aug,289,6,-1,0,unknown,no
26947,55,retired,married,primary,no,3876,no,no,cellular,755,21,nov,54,1,-1,0,unknown,no
22786,53,services,married,secondary,no,1461,no,no,cellular,753,25,aug,262,6,-1,0,unknown,no
42776,49,technician,divorced,unknown,no,387,no,no,cellular,488,28,jan,325,1,-1,0,unknown,yes
44067,67,retired,married,tertiary,no,1948,no,no,cellular,797,2,jul,844,2,155,5,success,no
13160,35,admin.,divorced,secondary,no,148,no,yes,cellular,510,8,jul,199,1,-1,0,unknown,no
45048,69,retired,divorced,secondary,no,4189,no,no,cellular,635,18,oct,138,4,96,2,success,no
6252,54,blue-collar,married,primary,no,3170,yes,no,unknown,880,27,may,62,4,-1,0,unknown,no
16546,40,services,married,secondary,no,471,yes,no,cellular,614,24,jul,430,4,-1,0,unknown,yes
43514,30,student,single,secondary,no,2046,no,no,telephone,471,21,apr,595,3,254,1,failure,yes
20246,35,management,married,tertiary,no,43,no,no,cellular,818,11,aug,917,4,-1,0,unknown,yes
36665,43,blue-collar,married,secondary,no,1324,yes,no,telephone,882,12,may,179,5,-1,0,unknown,no
29037,59,retired,single,secondary,no,2,no,no,telephone,703,2,feb,935,1,-1,0,unknown,yes
44171,41,technician,single,secondary,no,5329,no,no,cellular,707,14,jul,397,2,-1,0,unknown,yes
12884,47,housemaid,married,tertiary,no,333,no,no,telephone,733,7,jul,141,1,-1,0,unknown,no
20762,53,retired,married,tertiary,no,7132,no,no,cellular,779,13,aug,88,2,-1,0,unknown,no
16803,39,services,divorced,unknown,no,434,yes,no,telephone,854,24,jul,553,6,-1,0,unknown,no
30787,54,management,married,tertiary,no,184,no,no,cellular,866,6,feb,13,6,-1,0,unknown,no
14170,40,entrepreneur,divorced,tertiary,no,1225,yes,no,cellular,842,11,jul,919,2,-1,0,unknown,no
26163,45,technician,married,secondary,no,2128,no,yes,cellular,707,20,nov,48,3,-1,0,unknown,no
19024,56,blue-collar,married,secondary,no,276,no,no,cellular,646,5,aug,269,1,-1,0,unknown,no
21563,49,technician,divorced,secondary,no,5,no,no,cellular,884,19,aug,131,2,-1,0,unknown,no
6709,35,blue-collar,married,secondary,no,1388,yes,no,unknown,721,28,may,119,5,-1,0,unknown,no
15021,34,services,married,secondary,no,40,yes,no,cellular,866,17,jul,302,2,-1,0,unknown,no
10722,37,management,married,tertiary,no,0,no,no,unknown,710,16,jun,637,6,-1,0,unknown,yes
24400,47,management,married,tertiary,no,2919,yes,no,cellular,770,17,nov,153,1,-1,0,unknown,no
22573,42,technician,divorced,secondary,no,2861,no,no,cellular,667,22,aug,30,5,-1,0,unknown,no
18665,40,entrepreneur,married,secondary,no,-125,no,yes,cellular,335,31,jul,369,5,-1,0,unknown,no
33155,52,services,divorced,secondary,no,1430,yes,no,telephone,677,20,apr,121,4,-1,0,unknown,no
35403,40,blue-collar,married,secondary,no,1938,yes,no,cellular,875,7,may,228,1,-1,0,unknown,no
6196,34,admin.,married,secondary,no,256,no,no,unknown,669,27,may,388,2,-1,0,unknown,no
6069,34,blue-collar,married,secondary,no,247,yes,yes,unknown,669,26,may,193,5,-1,0,unknown,no
44793,40,entrepreneur,married,tertiary,no,3585,no,no,cellular,808,15,sep,506,3,-1,0,unknown,yes
18108,27,housemaid,married,primary,no,3,yes,yes,cellular,398,30,jul,64,4,-1,0,unknown,no
25254,36,technician,single,primary,no,2169,yes,no,cellular,642,18,nov,133,2,110,3,other,no
24249,53,technician,married,secondary,no,65,no,no,cellular,764,17,nov,178,1,-1,0,unknown,no
17843,39,management,married,tertiary,no,-409,yes,no,cellular,665,29,jul,590,23,-1,0,unknown,no
43877,22,services,single,secondary,no,361,no,no,telephone,671,7,jun,140,4,367,2,failure,no
41930,35,technician,single,secondary,no,70,yes,no,cellular,326,21,oct,197,2,188,2,other,no
37551,35,blue-collar,married,unknown,no,568,yes,no,cellular,883,14,may,119,2,293,1,failure,no
7608,49,technician,single,secondary,no,74,yes,no,unknown,665,30,may,130,1,-1,0,unknown,no
43077,47,blue-collar,married,secondary,no,1568,yes,no,cellular,641,19,feb,388,1,262,7,success,yes
34954,32,admin.,married,secondary,no,752,yes,no,cellular,859,6,may,519,2,166,5,failure,yes
5228,33,blue-collar,single,secondary,no,372,yes,no,unknown,730,23,may,92,1,-1,0,unknown,no
6026,41,blue-collar,married,primary,no,-571,yes,yes,unknown,742,26,may,207,4,-1,0,unknown,no
29757,32,unemployed,single,secondary,no,5670,no,no,cellular,881,4,feb,326,1,-1,0,unknown,no
32463,32,technician,single,tertiary,no,932,yes,no,cellular,416,16,apr,944,1,318,1,failure,yes
43614,29,housemaid,single,tertiary,no,19,no,no,cellular,809,4,may,268,1,88,4,success,yes
37744,43,entrepreneur,married,primary,no,2315,yes,yes,cellular,786,14,may,42,1,-1,0,unknown,no
585,37,technician,married,primary,no,0,yes,no,unknown,659,6,may,76,4,-1,0,unknown,no
40070,48,management,married,tertiary,no,-10,no,no,cellular,684,4,jun,144,1,-1,0,unknown,no
9749,44,admin.,married,secondary,no,1497,no,no,unknown,851,9,jun,60,1,-1,0,unknown,no
32992,48,blue-collar,married,primary,no,551,yes,yes,cellular,689,17,apr,1064,3,303,5,failure,no
5064,37,blue-collar,single,unknown,no,-114,yes,no,unknown,637,21,may,113,2,-1,0,unknown,no
10226,57,management,married,tertiary,no,1571,no,no,unknown,839,11,jun,230,13,-1,0,unknown,no
35426,47,blue-collar,divorced,primary,no,223,yes,no,telephone,790,7,may,140,2,-1,0,unknown,no
822,33,services,married,secondary,no,404,yes,no,unknown,899,7,may,139,1,-1,0,unknown,no
28579,47,blue-collar,married,primary,no,613,yes,no,cellular,665,29,jan,49,3,255,2,other,no
39240,26,blue-collar,single,secondary,no,-350,yes,no,cellular,713,18,may,80,3,329,3,failure,no
14957,47,technician,single,secondary,no,80,yes,no,cellular,634,16,jul,169,5,-1,0,unknown,no
28463,38,unemployed,single,tertiary,no,560,no,no,cellular,736,29,jan,316,1,-1,0,unknown,no
26949,30,admin.,married,secondary,no,5220,yes,no,cellular,387,21,nov,108,1,-1,0,unknown,no
45077,46,technician,married,secondary,no,9299,no,no,cellular,803,21,oct,201,5,94,3,success,no
14558,44,entrepreneur,married,tertiary,no,468,yes,yes,telephone,860,15,jul,289,2,-1,0,unknown,no
10016,40,technician,divorced,secondary,no,2394,no,no,unknown,611,9,jun,75,4,-1,0,unknown,no
33791,28,blue-collar,single,tertiary,no,4099,no,no,cellular,864,23,apr,116,4,-1,0,unknown,yes
23001,54,technician,married,secondary,no,965,no,no,cellular,863,26,aug,345,4,-1,0,unknown,no
44337,32,management,married,tertiary,no,6138,no,no,cellular,831,29,jul,519,2,90,9,failure,yes
31324,63,retired,divorced,primary,no,1840,no,no,cellular,708,12,mar,71,3,-1,0,unknown,no
19974,35,technician,married,secondary,no,254,no,no,cellular,865,8,aug,153,7,-1,0,unknown,no
40472,71,self-employed,married,secondary,no,5946,no,no,cellular,610,3,jul,59,7,-1,0,unknown,no
44609,57,retired,married,tertiary,no,1269,no,no,cellular,776,31,aug,1120,1,-1,0,unknown,yes
26774,34,blue-collar,married,primary,no,1524,yes,no,cellular,868,20,nov,57,3,-1,0,unknown,no
41899,39,management,married,tertiary,no,1802,no,no,cellular,744,20,oct,92,1,336,1,failure,no
37245,37,blue-collar,married,secondary,no,387,yes,yes,cellular,816,13,may,413,1,-1,0,unknown,no
23753,31,technician,single,secondary,no,3588,no,no,telephone,746,28,aug,64,27,-1,0,unknown,no
33369,36,services,married,secondary,no,878,yes,no,cellular,675,20,apr,108,1,-1,0,unknown,no
8079,39,management,single,tertiary,no,1682,yes,no,unknown,693,2,jun,174,1,-1,0,unknown,no
31378,32,management,married,tertiary,no,376,yes,no,cellular,619,23,mar,248,4,-1,0,unknown,yes
18020,57,blue-collar,married,primary,yes,195,no,yes,telephone,801,30,jul,185,4,-1,0,unknown,no
30950,34,unemployed,married,tertiary,no,582,yes,no,cellular,731,9,feb,189,3,-1,0,unknown,no
25197,55,entrepreneur,married,tertiary,no,78,no,no,cellular,879,18,nov,115,2,-1,0,unknown,no
6627,26,management,single,tertiary,no,6840,yes,no,unknown,650,28,may,1560,2,-1,0,unknown,yes
1379,49,admin.,single,secondary,no,275,no,no,unknown,847,8,may,14,1,-1,0,unknown,no
32534,33,entrepreneur,married,secondary,no,135,yes,no,cellular,664,17,apr,114,1,345,2,failure,no
1547,43,blue-collar,married,primary,no,126,yes,no,unknown,494,8,may,170,2,-1,0,unknown,no
8418,36,housemaid,married,primary,no,191,yes,no,unknown,872,3,jun,132,1,-1,0,unknown,no
42482,72,retired,married,primary,no,3856,no,no,cellular,336,10,dec,582,4,115,1,other,yes
39370,32,technician,single,tertiary,no,1625,no,no,cellular,702,22,may,796,1,109,1,failure,yes
2176,29,services,single,secondary,no,-72,yes,no,unknown,688,12,may,208,1,-1,0,unknown,no
16654,34,technician,married,secondary,no,1234,yes,no,cellular,895,24,jul,185,6,-1,0,unknown,no
25518,51,technician,married,secondary,no,113,no,no,cellular,812,19,nov,193,1,-1,0,unknown,no
44199,24,technician,single,secondary,no,3843,no,no,cellular,833,15,jul,561,2,-1,0,unknown,no
31864,44,blue-collar,married,primary,no,1704,yes,no,cellular,346,9,apr,312,2,-1,0,unknown,no
11069,37,technician,divorced,secondary,no,531,no,no,unknown,729,17,jun,150,7,-1,0,unknown,no
16216,25,technician,single,secondary,no,0,yes,no,cellular,655,23,jul,487,5,-1,0,unknown,no
204,35,student,single,unknown,no,298,yes,no,unknown,723,5,may,611,2,-1,0,unknown,no
39532,37,services,married,secondary,no,2915,no,no,cellular,620,26,may,314,2,-1,0,unknown,no
32945,46,services,divorced,primary,no,3854,yes,no,cellular,639,17,apr,541,2,150,4,other,no
16364,42,admin.,married,secondary,no,-465,no,yes,cellular,711,23,jul,102,1,-1,0,unknown,no
36035,57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,702,11,may,652,1,370,4,other,no
29595,42,unknown,single,primary,no,2398,yes,no,cellular,805,3,feb,144,2,271,2,failure,no
17434,43,blue-collar,single,primary,yes,69,no,yes,cellular,674,28,jul,267,5,-1,0,unknown,no
16123,34,blue-collar,married,primary,no,197,yes,no,cellular,830,22,jul,181,1,-1,0,unknown,no
13482,28,services,single,secondary,no,1950,no,no,cellular,363,9,jul,147,1,-1,0,unknown,no
39756,55,technician,married,secondary,no,511,yes,no,cellular,805,1,jun,108,1,94,2,other,no
17910,51,housemaid,married,tertiary,no,390,yes,no,cellular,807,30,jul,102,3,-1,0,unknown,no
33383,50,management,divorced,tertiary,no,516,yes,yes,cellular,554,20,apr,198,1,-1,0,unknown,no
36296,46,admin.,married,secondary,no,186,yes,no,cellular,692,11,may,643,2,-1,0,unknown,no
38496,46,management,married,tertiary,no,810,yes,yes,cellular,686,15,may,33,2,176,1,other,no
37543,29,admin.,single,secondary,no,65,yes,no,cellular,777,14,may,9,6,-1,0,unknown,no
19759,47,management,married,secondary,no,7,no,no,cellular,846,8,aug,175,2,-1,0,unknown,no
24648,34,management,married,tertiary,no,815,no,no,cellular,372,17,nov,161,2,-1,0,unknown,no
37253,38,blue-collar,single,secondary,no,1137,no,no,cellular,728,13,may,316,1,-1,0,unknown,no
29717,57,management,married,tertiary,no,113,no,no,cellular,824,3,feb,191,2,-1,0,unknown,no
7802,31,technician,divorced,secondary,no,342,yes,no,unknown,643,30,may,34,2,-1,0,unknown,no
8765,28,admin.,single,tertiary,no,4,no,no,unknown,875,4,jun,148,11,-1,0,unknown,no
30855,40,management,married,tertiary,no,89,yes,yes,telephone,688,9,feb,148,6,-1,0,unknown,no
26987,33,technician,single,secondary,no,2481,no,no,cellular,836,21,nov,113,1,101,2,failure,no
20601,55,blue-collar,married,secondary,no,1011,yes,no,cellular,624,12,aug,112,2,-1,0,unknown,no
28857,39,management,married,secondary,no,1585,yes,no,cellular,559,30,jan,82,2,-1,0,unknown,no
26295,41,management,married,tertiary,no,-195,no,yes,cellular,608,20,nov,112,1,-1,0,unknown,no
39539,34,management,single,tertiary,no,699,no,no,cellular,628,26,may,66,1,-1,0,unknown,no
43341,37,technician,married,secondary,no,1458,no,no,cellular,816,22,mar,344,1,326,1,success,no
5579,32,blue-collar,married,secondary,no,1780,yes,no,unknown,811,23,may,100,4,-1,0,unknown,no
27218,42,admin.,single,secondary,no,2095,yes,no,cellular,471,21,nov,752,3,-1,0,unknown,no
28311,35,technician,married,secondary,no,128,no,yes,cellular,609,29,jan,456,1,205,2,other,no
37092,38,management,single,tertiary,no,15030,yes,no,cellular,650,13,may,167,1,174,7,other,no
13177,26,management,single,tertiary,no,8303,no,no,cellular,634,8,jul,143,2,-1,0,unknown,no
29211,43,management,married,tertiary,no,0,no,no,cellular,753,2,feb,319,2,-1,0,unknown,no
31805,33,management,single,tertiary,no,259,no,no,cellular,873,8,apr,195,6,-1,0,unknown,no
17530,36,admin.,married,secondary,no,-323,yes,no,cellular,386,29,jul,118,8,-1,0,unknown,no
18724,54,services,married,secondary,no,812,no,no,cellular,702,31,jul,113,6,-1,0,unknown,no
30770,58,services,married,secondary,no,-37,no,yes,telephone,844,6,feb,150,2,205,6,failure,no
899,49,admin.,married,secondary,no,326,yes,no,unknown,737,7,may,99,2,-1,0,unknown,no
32597,28,entrepreneur,married,secondary,no,490,yes,no,cellular,898,17,apr,728,1,316,3,other,no
28140,35,technician,married,secondary,no,-259,yes,no,cellular,684,29,jan,381,1,247,2,failure,no
15548,40,entrepreneur,married,secondary,no,1238,yes,no,telephone,818,21,jul,50,2,-1,0,unknown,no
44102,31,self-employed,married,tertiary,no,2666,no,no,telephone,897,8,jul,411,2,148,9,other,yes
18256,39,admin.,married,secondary,no,70,yes,no,cellular,835,31,jul,13,11,-1,0,unknown,no
43273,26,admin.,single,tertiary,no,3730,yes,no,cellular,818,11,mar,93,1,98,4,other,no
11233,44,services,married,secondary,no,1872,yes,no,unknown,657,18,jun,146,3,-1,0,unknown,no
8465,35,blue-collar,married,secondary,no,412,yes,no,unknown,705,3,jun,316,1,-1,0,unknown,no
37318,47,blue-collar,married,primary,no,-169,no,yes,cellular,787,13,may,234,1,349,3,failure,no
12317,34,unemployed,married,secondary,no,0,no,yes,unknown,752,26,jun,465,2,-1,0,unknown,no
32937,34,blue-collar,married,tertiary,no,551,yes,no,cellular,630,17,apr,115,2,315,11,other,no
30793,36,technician,single,secondary,no,1102,no,no,telephone,475,6,feb,236,4,-1,0,unknown,no
34585,33,services,married,secondary,no,255,yes,yes,cellular,845,5,may,237,4,165,4,failure,no
24098,57,technician,married,secondary,no,7554,no,no,telephone,415,28,oct,141,1,-1,0,unknown,yes
40387,54,management,married,tertiary,no,1464,no,no,cellular,743,30,jun,157,1,-1,0,unknown,yes
3176,43,retired,married,primary,no,471,no,yes,unknown,767,15,may,114,2,-1,0,unknown,no
711,31,admin.,married,secondary,no,0,yes,yes,unknown,313,6,may,144,2,-1,0,unknown,no
21989,47,services,married,secondary,no,439,yes,no,cellular,666,20,aug,156,12,-1,0,unknown,no
17355,25,unemployed,married,secondary,no,157,yes,no,cellular,666,28,jul,33,31,-1,0,unknown,no
34534,30,blue-collar,married,secondary,no,203,yes,no,cellular,734,5,may,18,6,-1,0,unknown,no
22465,33,technician,single,secondary,no,80,no,no,cellular,884,22,aug,572,2,-1,0,unknown,no
32365,36,technician,single,secondary,no,2511,yes,no,cellular,404,16,apr,700,5,-1,0,unknown,yes
6146,45,technician,married,unknown,no,473,yes,no,unknown,494,27,may,147,1,-1,0,unknown,no
30813,55,unemployed,single,primary,no,274,no,no,cellular,665,9,feb,7,5,-1,0,unknown,no
7209,44,blue-collar,married,secondary,no,776,yes,no,unknown,821,29,may,306,1,-1,0,unknown,no
36216,38,management,single,tertiary,no,493,yes,no,cellular,746,11,may,553,1,367,7,failure,no
44587,30,technician,single,secondary,no,86,no,no,unknown,622,20,aug,45,1,-1,0,unknown,no
18497,41,unemployed,married,secondary,no,0,no,no,cellular,624,31,jul,847,14,-1,0,unknown,no
1834,27,blue-collar,married,tertiary,no,350,no,no,unknown,843,9,may,24,1,-1,0,unknown,no
11882,52,self-employed,married,primary,no,-107,yes,yes,unknown,800,20,jun,134,2,-1,0,unknown,no
43521,51,management,married,secondary,no,335,no,no,cellular,601,22,apr,234,1,-1,0,unknown,no
13544,33,services,married,secondary,no,-384,yes,no,cellular,712,9,jul,125,1,-1,0,unknown,no
27952,34,self-employed,single,tertiary,no,36,no,no,telephone,797,28,jan,55,1,-1,0,unknown,no
37908,40,blue-collar,married,primary,no,105,yes,no,cellular,698,14,may,143,2,370,2,failure,no
8626,61,retired,married,primary,no,296,yes,yes,unknown,632,3,jun,323,2,-1,0,unknown,no
30819,38,blue-collar,single,primary,no,2198,no,no,cellular,538,9,feb,269,2,-1,0,unknown,no
30178,48,blue-collar,married,secondary,no,558,yes,no,telephone,735,5,feb,708,8,-1,0,unknown,no
32816,36,blue-collar,single,unknown,no,185,yes,yes,cellular,730,17,apr,301,2,-1,0,unknown,no
29393,37,management,married,tertiary,no,751,yes,no,cellular,750,2,feb,186,4,-1,0,unknown,no
4208,22,blue-collar,single,secondary,no,0,yes,no,unknown,899,19,may,123,1,-1,0,unknown,no
33962,31,management,married,tertiary,no,1331,no,no,cellular,669,30,apr,297,1,86,3,success,yes
